symbol,date,volume,low,open,high,close,adjclose,dividends,splits
ASIANPAINT.NS,2011-06-23,307630.0,290.1000061035156,290.1000061035156,297.489990234375,295.6700134277344,274.33465576171875,0.0,0.0
ASIANPAINT.NS,2011-06-24,948010.0,296.2149963378906,296.3999938964844,302.4949951171875,297.9800109863281,276.4779357910156,0.0,0.0
ASIANPAINT.NS,2011-06-27,1043350.0,293.04998779296875,296.8699951171875,312.6050109863281,311.4200134277344,288.9481201171875,0.0,0.0
ASIANPAINT.NS,2011-06-28,1161890.0,309.125,311.8999938964844,318.19000244140625,316.0899963378906,293.2810974121094,0.0,0.0
ASIANPAINT.NS,2011-06-29,499550.0,311.1050109863281,317.0150146484375,318.7749938964844,314.19500732421875,291.5227966308594,0.0,0.0
ASIANPAINT.NS,2011-06-30,1469430.0,313.2099914550781,315.20001220703125,322.70001220703125,318.510009765625,295.5263366699219,0.0,0.0
ASIANPAINT.NS,2011-07-01,1605550.0,317.5350036621094,318.5,335.0,331.3949890136719,307.4817199707031,0.0,0.0
ASIANPAINT.NS,2011-07-04,945650.0,328.3550109863281,334.114990234375,336.8800048828125,329.6650085449219,305.87652587890625,0.0,0.0
ASIANPAINT.NS,2011-07-05,489870.0,323.4100036621094,325.0,331.20001220703125,324.0,300.6202697753906,0.0,0.0
ASIANPAINT.NS,2011-07-06,537230.0,321.1000061035156,323.5,328.8399963378906,323.92999267578125,300.5553283691406,0.0,0.0
ASIANPAINT.NS,2011-07-07,1240290.0,317.1099853515625,325.79998779296875,326.5,320.1099853515625,297.0109558105469,0.0,0.0
ASIANPAINT.NS,2011-07-08,663540.0,315.0150146484375,320.5799865722656,324.3999938964844,315.8599853515625,293.06768798828125,0.0,0.0
ASIANPAINT.NS,2011-07-11,511820.0,314.1000061035156,315.79998779296875,318.5,315.55999755859375,292.789306640625,0.0,0.0
ASIANPAINT.NS,2011-07-12,514690.0,308.25,314.875,314.875,309.4750061035156,287.1434020996094,0.0,0.0
ASIANPAINT.NS,2011-07-13,1469670.0,309.0,311.989990234375,315.6000061035156,312.44500732421875,289.8990783691406,0.0,0.0
ASIANPAINT.NS,2011-07-14,788910.0,309.1600036621094,312.5,317.1700134277344,313.0199890136719,290.4325256347656,0.0,0.0
ASIANPAINT.NS,2011-07-15,676300.0,311.54998779296875,314.0,319.4800109863281,318.05499267578125,295.1042785644531,0.0,0.0
ASIANPAINT.NS,2011-07-18,221130.0,315.7149963378906,319.0050048828125,319.7650146484375,316.80999755859375,293.9490661621094,0.0,0.0
ASIANPAINT.NS,2011-07-19,286700.0,313.6050109863281,317.70001220703125,318.9700012207031,314.114990234375,291.44854736328125,0.0,0.0
ASIANPAINT.NS,2011-07-20,525470.0,309.5150146484375,317.0950012207031,317.0950012207031,312.3500061035156,289.81097412109375,0.0,0.0
ASIANPAINT.NS,2011-07-21,231070.0,309.54998779296875,311.2950134277344,313.04998779296875,311.2449951171875,288.78570556640625,0.0,0.0
ASIANPAINT.NS,2011-07-22,348660.0,310.0,311.80499267578125,314.4549865722656,311.0899963378906,288.6418762207031,0.0,0.0
ASIANPAINT.NS,2011-07-25,391410.0,309.2099914550781,313.70001220703125,313.70001220703125,311.3949890136719,288.9248046875,0.0,0.0
ASIANPAINT.NS,2011-07-26,2020170.0,306.0,309.5450134277344,315.8999938964844,313.9100036621094,291.25836181640625,0.0,0.0
ASIANPAINT.NS,2011-07-27,1635240.0,311.80499267578125,314.5,316.75,314.29998779296875,291.6202392578125,0.0,0.0
ASIANPAINT.NS,2011-07-28,1552000.0,310.5849914550781,310.5849914550781,314.29998779296875,312.0849914550781,289.5650329589844,0.0,0.0
ASIANPAINT.NS,2011-07-29,285780.0,311.5,312.239990234375,314.0050048828125,313.3999938964844,290.7851257324219,0.0,0.0
ASIANPAINT.NS,2011-08-01,363320.0,305.3500061035156,314.19500732421875,316.29998779296875,306.7850036621094,284.64752197265625,0.0,0.0
ASIANPAINT.NS,2011-08-02,1771890.0,300.1099853515625,306.7850036621094,306.8999938964844,305.2149963378906,283.1907043457031,0.0,0.0
ASIANPAINT.NS,2011-08-03,668410.0,301.0,301.5,306.8599853515625,302.32000732421875,280.50469970703125,0.0,0.0
ASIANPAINT.NS,2011-08-04,537830.0,301.114990234375,301.114990234375,311.9949951171875,309.1650085449219,286.8557434082031,0.0,0.0
ASIANPAINT.NS,2011-08-05,1293720.0,301.20001220703125,309.1650085449219,309.5,305.8900146484375,283.817138671875,0.0,0.0
ASIANPAINT.NS,2011-08-08,467250.0,301.0,301.5050048828125,310.8999938964844,308.07000732421875,285.8397216796875,0.0,0.0
ASIANPAINT.NS,2011-08-09,887490.0,298.79998779296875,307.0,316.3999938964844,314.79998779296875,292.0841979980469,0.0,0.0
ASIANPAINT.NS,2011-08-10,527200.0,312.5,312.5,319.5,315.4849853515625,292.7197570800781,0.0,0.0
ASIANPAINT.NS,2011-08-11,255130.0,313.0350036621094,315.5,318.69500732421875,314.864990234375,292.14447021484375,0.0,0.0
ASIANPAINT.NS,2011-08-12,1418620.0,315.3599853515625,317.9649963378906,324.4700012207031,322.9100036621094,299.6089172363281,0.0,0.0
ASIANPAINT.NS,2011-08-16,699590.0,320.29998779296875,324.0,328.8999938964844,326.010009765625,302.4851989746094,0.0,0.0
ASIANPAINT.NS,2011-08-17,1185290.0,321.93499755859375,326.5050048828125,328.8949890136719,324.45001220703125,301.0378112792969,0.0,0.0
ASIANPAINT.NS,2011-08-18,357200.0,319.3949890136719,325.9949951171875,325.9949951171875,321.67498779296875,298.4631042480469,0.0,0.0
ASIANPAINT.NS,2011-08-19,527920.0,315.94500732421875,320.0,322.4949951171875,317.5350036621094,294.621826171875,0.0,0.0
ASIANPAINT.NS,2011-08-22,484660.0,315.5950012207031,317.31500244140625,331.0,329.125,305.3754577636719,0.0,0.0
ASIANPAINT.NS,2011-08-23,475920.0,325.8999938964844,330.0050048828125,333.29998779296875,327.43499755859375,303.807373046875,0.0,0.0
ASIANPAINT.NS,2011-08-24,515090.0,321.1000061035156,327.5,329.20001220703125,322.8399963378906,299.54400634765625,0.0,0.0
ASIANPAINT.NS,2011-08-25,365180.0,319.1700134277344,324.0050048828125,328.5,326.4800109863281,302.92132568359375,0.0,0.0
ASIANPAINT.NS,2011-08-26,225950.0,324.7950134277344,324.7950134277344,330.7650146484375,326.32000732421875,302.7728576660156,0.0,0.0
ASIANPAINT.NS,2011-08-29,352570.0,323.1000061035156,326.5799865722656,331.0,329.67999267578125,305.89044189453125,0.0,0.0
ASIANPAINT.NS,2011-08-30,388860.0,325.1000061035156,331.8900146484375,332.489990234375,328.6050109863281,304.8929443359375,0.0,0.0
ASIANPAINT.NS,2011-09-02,889390.0,324.5,326.0,332.7900085449219,326.0150146484375,302.48992919921875,0.0,0.0
ASIANPAINT.NS,2011-09-05,1431550.0,324.5,324.5050048828125,332.18499755859375,327.1549987792969,303.547607421875,0.0,0.0
ASIANPAINT.NS,2011-09-06,859080.0,321.010009765625,327.5,328.0,325.8299865722656,302.31817626953125,0.0,0.0
ASIANPAINT.NS,2011-09-07,350070.0,321.125,325.82501220703125,327.8949890136719,322.125,298.8806457519531,0.0,0.0
ASIANPAINT.NS,2011-09-08,653830.0,315.6000061035156,322.1000061035156,323.19500732421875,318.1700134277344,295.21099853515625,0.0,0.0
ASIANPAINT.NS,2011-09-09,326490.0,316.2200012207031,319.1000061035156,322.70001220703125,318.864990234375,295.8558349609375,0.0,0.0
ASIANPAINT.NS,2011-09-12,389660.0,315.6050109863281,317.9949951171875,321.70001220703125,317.5950012207031,294.6774597167969,0.0,0.0
ASIANPAINT.NS,2011-09-13,493860.0,313.20001220703125,318.0050048828125,320.0,314.68499755859375,291.9774169921875,0.0,0.0
ASIANPAINT.NS,2011-09-14,318930.0,311.20001220703125,315.7850036621094,315.7850036621094,312.8349914550781,290.2608947753906,0.0,0.0
ASIANPAINT.NS,2011-09-15,276010.0,310.8550109863281,313.739990234375,314.5,312.635009765625,290.0753479003906,0.0,0.0
ASIANPAINT.NS,2011-09-16,785250.0,300.1300048828125,313.0,315.1000061035156,303.885009765625,281.9567565917969,0.0,0.0
ASIANPAINT.NS,2011-09-19,367370.0,302.80999755859375,304.0050048828125,306.79998779296875,305.0799865722656,283.0655822753906,0.0,0.0
ASIANPAINT.NS,2011-09-20,385630.0,303.1600036621094,303.1600036621094,310.5,307.7900085449219,285.5799560546875,0.0,0.0
ASIANPAINT.NS,2011-09-21,228100.0,307.0150146484375,308.7950134277344,310.8949890136719,309.3500061035156,287.0274658203125,0.0,0.0
ASIANPAINT.NS,2011-09-22,428710.0,305.0150146484375,305.0150146484375,313.0,310.1400146484375,287.7604064941406,0.0,0.0
ASIANPAINT.NS,2011-09-23,731850.0,307.5,309.9949951171875,315.0,309.0400085449219,286.73974609375,0.0,0.0
ASIANPAINT.NS,2011-09-26,268400.0,304.1000061035156,309.0050048828125,312.2850036621094,308.1300048828125,285.8955078125,0.0,0.0
ASIANPAINT.NS,2011-09-27,254850.0,307.5,312.5,312.5,309.69000244140625,287.3429260253906,0.0,0.0
ASIANPAINT.NS,2011-09-28,416720.0,309.1199951171875,311.9800109863281,314.5,313.4100036621094,290.7945251464844,0.0,0.0
ASIANPAINT.NS,2011-09-29,1037900.0,310.5,312.6050109863281,317.0,315.42999267578125,292.668701171875,0.0,0.0
ASIANPAINT.NS,2011-09-30,805400.0,312.7049865722656,315.9949951171875,316.5,315.7550048828125,292.97027587890625,0.0,0.0
ASIANPAINT.NS,2011-10-03,509000.0,307.510009765625,313.3450012207031,315.8999938964844,312.94000244140625,290.3583068847656,0.0,0.0
ASIANPAINT.NS,2011-10-04,445760.0,306.20001220703125,311.114990234375,317.3999938964844,307.8500061035156,285.6357421875,0.0,0.0
ASIANPAINT.NS,2011-10-05,690000.0,299.489990234375,308.20001220703125,309.8949890136719,302.8399963378906,280.9872131347656,0.0,0.0
ASIANPAINT.NS,2011-10-07,721310.0,303.0050048828125,308.4800109863281,315.489990234375,312.885009765625,290.3072509765625,0.0,0.0
ASIANPAINT.NS,2011-10-10,562840.0,311.2250061035156,312.7950134277344,318.79998779296875,317.29998779296875,294.4037780761719,0.0,0.0
ASIANPAINT.NS,2011-10-11,271250.0,315.5,319.8949890136719,320.989990234375,317.239990234375,294.3480224609375,0.0,0.0
ASIANPAINT.NS,2011-10-12,335010.0,316.0,318.68499755859375,320.0,317.5249938964844,294.61248779296875,0.0,0.0
ASIANPAINT.NS,2011-10-13,796350.0,316.5050048828125,319.79998779296875,320.79998779296875,317.17498779296875,294.2878112792969,0.0,0.0
ASIANPAINT.NS,2011-10-14,174110.0,262.68499755859375,310.1099853515625,317.95001220703125,314.6400146484375,291.9356689453125,0.0,0.0
ASIANPAINT.NS,2011-10-17,215590.0,312.5,317.9949951171875,319.3999938964844,313.6700134277344,291.0357360839844,0.0,0.0
ASIANPAINT.NS,2011-10-18,167130.0,309.70001220703125,314.0,314.0,310.30499267578125,287.9134826660156,0.0,0.0
ASIANPAINT.NS,2011-10-19,263340.0,308.8999938964844,311.9849853515625,314.45001220703125,312.68499755859375,290.1218566894531,0.0,0.0
ASIANPAINT.NS,2011-10-20,224110.0,311.5050048828125,311.5050048828125,317.0,315.70001220703125,292.9192810058594,0.0,0.0
ASIANPAINT.NS,2011-10-21,1284980.0,300.0,321.5,321.5,301.54998779296875,279.7902526855469,0.0,0.0
ASIANPAINT.NS,2011-10-24,443100.0,302.0,302.5050048828125,305.8999938964844,305.010009765625,283.0006408691406,0.0,0.0
ASIANPAINT.NS,2011-10-25,470520.0,300.0050048828125,304.5150146484375,309.8999938964844,306.55999755859375,285.3274841308594,0.95,0.0
ASIANPAINT.NS,2011-10-28,2075940.0,303.0050048828125,303.0050048828125,319.8999938964844,306.1199951171875,284.91790771484375,0.0,0.0
ASIANPAINT.NS,2011-10-31,1024170.0,303.20001220703125,309.385009765625,317.70001220703125,315.9549865722656,294.07171630859375,0.0,0.0
ASIANPAINT.NS,2011-11-01,343500.0,312.0,312.0,316.3999938964844,313.31500244140625,291.6145935058594,0.0,0.0
ASIANPAINT.NS,2011-11-02,520090.0,310.18499755859375,310.19000244140625,315.3999938964844,314.8999938964844,293.08978271484375,0.0,0.0
ASIANPAINT.NS,2011-11-03,333770.0,312.1000061035156,314.8999938964844,317.9700012207031,315.9549865722656,294.07171630859375,0.0,0.0
ASIANPAINT.NS,2011-11-04,1366000.0,314.0249938964844,314.0249938964844,327.0,322.6000061035156,300.2564697265625,0.0,0.0
ASIANPAINT.NS,2011-11-08,691400.0,315.20001220703125,321.5050048828125,325.6000061035156,316.0199890136719,294.1322326660156,0.0,0.0
ASIANPAINT.NS,2011-11-09,413030.0,310.04998779296875,317.8800048828125,321.4599914550781,311.6499938964844,290.06494140625,0.0,0.0
ASIANPAINT.NS,2011-11-11,664540.0,304.6000061035156,311.7900085449219,316.79998779296875,305.7149963378906,284.541015625,0.0,0.0
ASIANPAINT.NS,2011-11-14,559300.0,307.29998779296875,309.69500732421875,314.5,309.8349914550781,288.3756408691406,0.0,0.0
ASIANPAINT.NS,2011-11-15,235430.0,301.0,309.8399963378906,312.3999938964844,303.6000061035156,282.57244873046875,0.0,0.0
ASIANPAINT.NS,2011-11-16,665880.0,299.20001220703125,302.1000061035156,312.0,309.55499267578125,288.11492919921875,0.0,0.0
ASIANPAINT.NS,2011-11-17,540870.0,302.1400146484375,310.4700012207031,311.0,304.17999267578125,283.1122741699219,0.0,0.0
ASIANPAINT.NS,2011-11-18,848100.0,300.5150146484375,304.5,309.885009765625,304.9150085449219,283.79638671875,0.0,0.0
ASIANPAINT.NS,2011-11-21,312320.0,291.0,304.79998779296875,306.7699890136719,293.7799987792969,273.43255615234375,0.0,0.0
ASIANPAINT.NS,2011-11-22,522600.0,291.0,295.0050048828125,298.0,295.43499755859375,274.9729919433594,0.0,0.0
ASIANPAINT.NS,2011-11-23,579200.0,282.625,291.80999755859375,295.79998779296875,289.2699890136719,269.2350158691406,0.0,0.0
ASIANPAINT.NS,2011-11-24,361640.0,283.3999938964844,288.0,289.0,287.5350036621094,267.6202087402344,0.0,0.0
ASIANPAINT.NS,2011-11-25,334250.0,287.5,288.5,296.9949951171875,294.2799987792969,273.8979797363281,0.0,0.0
ASIANPAINT.NS,2011-11-28,232790.0,292.30499267578125,298.5,302.29998779296875,294.0,273.6373596191406,0.0,0.0
ASIANPAINT.NS,2011-11-29,1102210.0,290.2049865722656,295.68499755859375,297.3900146484375,293.8500061035156,273.4976806640625,0.0,0.0
ASIANPAINT.NS,2011-11-30,823270.0,286.1199951171875,292.8999938964844,294.79998779296875,287.93499755859375,267.9923400878906,0.0,0.0
ASIANPAINT.NS,2011-12-01,1198300.0,275.70001220703125,290.0350036621094,298.0,279.6050109863281,260.2393798828125,0.0,0.0
ASIANPAINT.NS,2011-12-02,657450.0,278.5,281.30499267578125,286.3399963378906,285.8450012207031,266.04718017578125,0.0,0.0
ASIANPAINT.NS,2011-12-05,730820.0,283.6099853515625,283.6099853515625,288.8999938964844,285.4049987792969,265.6375732421875,0.0,0.0
ASIANPAINT.NS,2011-12-07,1069980.0,283.0,283.0,288.1000061035156,285.5950012207031,265.8144836425781,0.0,0.0
ASIANPAINT.NS,2011-12-08,1595270.0,281.79998779296875,283.0050048828125,287.4949951171875,283.2699890136719,263.6505126953125,0.0,0.0
ASIANPAINT.NS,2011-12-09,543120.0,281.0249938964844,283.489990234375,285.8550109863281,283.0249938964844,263.4224853515625,0.0,0.0
ASIANPAINT.NS,2011-12-12,624690.0,279.1000061035156,284.3999938964844,285.8599853515625,282.82000732421875,263.2317199707031,0.0,0.0
ASIANPAINT.NS,2011-12-13,1145990.0,278.2149963378906,280.7099914550781,285.8500061035156,280.3699951171875,260.9513854980469,0.0,0.0
ASIANPAINT.NS,2011-12-14,953480.0,274.5,280.05499267578125,285.0,278.2950134277344,259.0200500488281,0.0,0.0
ASIANPAINT.NS,2011-12-15,807780.0,275.67999267578125,277.9750061035156,280.0,278.6199951171875,259.322509765625,0.0,0.0
ASIANPAINT.NS,2011-12-16,482820.0,269.1099853515625,278.9200134277344,278.9200134277344,271.2699890136719,252.48158264160156,0.0,0.0
ASIANPAINT.NS,2011-12-19,334960.0,263.0050048828125,269.0050048828125,271.2650146484375,265.95001220703125,247.53018188476562,0.0,0.0
ASIANPAINT.NS,2011-12-20,531340.0,264.5249938964844,269.989990234375,274.8999938964844,264.95001220703125,246.59939575195312,0.0,0.0
ASIANPAINT.NS,2011-12-21,393670.0,265.1099853515625,269.9849853515625,271.8949890136719,268.75,250.1361541748047,0.0,0.0
ASIANPAINT.NS,2011-12-22,240710.0,265.20001220703125,272.0,277.5,275.82501220703125,256.7211608886719,0.0,0.0
ASIANPAINT.NS,2011-12-23,540940.0,264.0950012207031,276.0249938964844,276.9200134277344,266.32501220703125,247.8791046142578,0.0,0.0
ASIANPAINT.NS,2011-12-26,280860.0,264.1050109863281,264.7149963378906,269.5,266.30499267578125,247.8605194091797,0.0,0.0
ASIANPAINT.NS,2011-12-27,777460.0,265.5050048828125,265.5050048828125,269.20001220703125,267.0950012207031,248.59584045410156,0.0,0.0
ASIANPAINT.NS,2011-12-28,891340.0,255.0,267.0,271.80999755859375,259.9200134277344,241.91778564453125,0.0,0.0
ASIANPAINT.NS,2011-12-29,1014870.0,256.0,261.4800109863281,264.0,262.6700134277344,244.47731018066406,0.0,0.0
ASIANPAINT.NS,2011-12-30,225310.0,257.7099914550781,260.5,263.4549865722656,259.2349853515625,241.28016662597656,0.0,0.0
ASIANPAINT.NS,2012-01-02,182450.0,256.0,256.0,261.7950134277344,259.0299987792969,241.0894012451172,0.0,0.0
ASIANPAINT.NS,2012-01-03,174850.0,260.0150146484375,260.0199890136719,266.0,265.2300109863281,246.85995483398438,0.0,0.0
ASIANPAINT.NS,2012-01-04,341860.0,261.9049987792969,261.9049987792969,269.989990234375,267.4949951171875,248.9680938720703,0.0,0.0
ASIANPAINT.NS,2012-01-05,719580.0,266.0,267.3900146484375,269.0950012207031,267.1700134277344,248.66561889648438,0.0,0.0
ASIANPAINT.NS,2012-01-06,3815540.0,264.510009765625,264.80499267578125,268.4949951171875,266.05999755859375,247.6325225830078,0.0,0.0
ASIANPAINT.NS,2012-01-09,430720.0,266.6549987792969,266.6650085449219,270.0,267.57501220703125,249.0426025390625,0.0,0.0
ASIANPAINT.NS,2012-01-10,338040.0,264.5,268.8550109863281,269.5,265.6549987792969,247.25558471679688,0.0,0.0
ASIANPAINT.NS,2012-01-11,1111290.0,264.0,268.8550109863281,272.989990234375,272.0299987792969,253.18899536132812,0.0,0.0
ASIANPAINT.NS,2012-01-12,676690.0,272.0299987792969,273.8599853515625,279.8299865722656,273.6300048828125,254.6781768798828,0.0,0.0
ASIANPAINT.NS,2012-01-13,570680.0,271.80499267578125,271.80499267578125,279.7950134277344,277.2049865722656,258.005615234375,0.0,0.0
ASIANPAINT.NS,2012-01-16,179230.0,273.6199951171875,276.29998779296875,277.8999938964844,274.8550109863281,255.818359375,0.0,0.0
ASIANPAINT.NS,2012-01-17,528730.0,272.20001220703125,273.0899963378906,277.5,273.55999755859375,254.613037109375,0.0,0.0
ASIANPAINT.NS,2012-01-18,205430.0,271.0,274.95001220703125,275.6000061035156,272.3800048828125,253.51478576660156,0.0,0.0
ASIANPAINT.NS,2012-01-19,191140.0,271.5050048828125,276.67498779296875,276.67498779296875,273.2900085449219,254.3617401123047,0.0,0.0
ASIANPAINT.NS,2012-01-20,660940.0,271.0,273.29998779296875,275.0,273.2449951171875,254.31985473632812,0.0,0.0
ASIANPAINT.NS,2012-01-23,1106890.0,275.0,276.0400085449219,283.4750061035156,281.875,262.3521728515625,0.0,0.0
ASIANPAINT.NS,2012-01-24,1114090.0,277.0,283.5,285.79998779296875,280.42999267578125,261.00726318359375,0.0,0.0
ASIANPAINT.NS,2012-01-25,2868410.0,279.5350036621094,282.8800048828125,286.30499267578125,284.8450012207031,265.11639404296875,0.0,0.0
ASIANPAINT.NS,2012-01-27,1870510.0,287.5,287.5,294.8999938964844,291.635009765625,271.43609619140625,0.0,0.0
ASIANPAINT.NS,2012-01-30,1515850.0,291.9599914550781,291.9700012207031,301.5050048828125,298.80999755859375,278.11419677734375,0.0,0.0
ASIANPAINT.NS,2012-01-31,638760.0,292.4100036621094,292.4100036621094,304.0,299.5299987792969,278.7843322753906,0.0,0.0
ASIANPAINT.NS,2012-02-01,1463970.0,291.29998779296875,303.0,303.0,293.5199890136719,273.1905822753906,0.0,0.0
ASIANPAINT.NS,2012-02-02,898140.0,294.0,297.0,299.3999938964844,296.79998779296875,276.2433776855469,0.0,0.0
ASIANPAINT.NS,2012-02-03,685600.0,290.0,296.9849853515625,297.0,295.0299987792969,274.5960388183594,0.0,0.0
ASIANPAINT.NS,2012-02-06,1137650.0,292.5,292.5050048828125,301.54998779296875,299.3599853515625,278.6261291503906,0.0,0.0
ASIANPAINT.NS,2012-02-07,668170.0,294.7049865722656,299.5,300.7300109863281,295.8949890136719,275.401123046875,0.0,0.0
ASIANPAINT.NS,2012-02-08,2582610.0,294.0150146484375,294.0150146484375,301.5,297.06500244140625,276.49005126953125,0.0,0.0
ASIANPAINT.NS,2012-02-09,1357500.0,297.2049865722656,301.0400085449219,306.5,305.82000732421875,284.6386413574219,0.0,0.0
ASIANPAINT.NS,2012-02-10,1391900.0,306.5,306.5,312.79998779296875,309.94500732421875,288.47802734375,0.0,0.0
ASIANPAINT.NS,2012-02-13,328260.0,303.29998779296875,304.3999938964844,310.0,305.44500732421875,284.2896423339844,0.0,0.0
ASIANPAINT.NS,2012-02-14,409890.0,302.0050048828125,305.44500732421875,306.9800109863281,302.7200012207031,281.75341796875,0.0,0.0
ASIANPAINT.NS,2012-02-15,466600.0,301.79998779296875,303.489990234375,310.4949951171875,303.1400146484375,282.1442565917969,0.0,0.0
ASIANPAINT.NS,2012-02-16,991920.0,302.510009765625,304.0,308.489990234375,306.82000732421875,285.5694885253906,0.0,0.0
ASIANPAINT.NS,2012-02-17,992440.0,304.5050048828125,308.0,311.3999938964844,305.44500732421875,284.2896423339844,0.0,0.0
ASIANPAINT.NS,2012-02-21,301830.0,302.7950134277344,303.44500732421875,307.8800048828125,304.5400085449219,283.4473876953125,0.0,0.0
ASIANPAINT.NS,2012-02-22,986070.0,304.5,304.5400085449219,311.0,307.42498779296875,286.132568359375,0.0,0.0
ASIANPAINT.NS,2012-02-23,799050.0,302.0,305.239990234375,310.95001220703125,305.93499755859375,284.74566650390625,0.0,0.0
ASIANPAINT.NS,2012-02-24,530130.0,304.3550109863281,306.29998779296875,308.70001220703125,306.7099914550781,285.4670104980469,0.0,0.0
ASIANPAINT.NS,2012-02-27,2250620.0,304.239990234375,305.0,311.5,309.7300109863281,288.27783203125,0.0,0.0
